batch_id,original_product_id,product_name,brand,category,subcategory,size_value,size_unit,price,source,energy_kcal_per_100g,carbs_g_per_100g,total_sugars_g_per_100g,protein_g_per_100g,fat_g_per_100g,saturated_fat_g_per_100g,fiber_g_per_100g,sodium_mg_per_100g,salt_g_per_100g,ingredients_list,serving_size,servings_per_container,confidence_score,data_source,processing_notes,product_id
11,jiomart_lg_lg_compounded_hing_powder_100_g,LG Compounded Hing Powder 100 g,Lg,essentials,masala,100.0,g,180.0,jiomart,370.0,60.0,10.0,4.0,20.0,12.0,2.0,200.0,5.0,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards,jiomart_lg_lg_compounded_hing_powder_100_g
12,jiomart_classic_harvest_classic_harvest_authentic_tibar_basmati_rice_with_rich_aroma_900g,Classic Harvest Authentic Tibar Basmati Rice ( with rich aroma ) 900g,Classic Harvest,essentials,rice,900.0,g,199.0,jiomart,110.0,2.8,0.6,1.5,0.3,0.1,0.4,2.0,0.8,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards,jiomart_classic_harvest_classic_harvest_authentic_tibar_basmati_rice_with_rich_aroma_900g
13,jiomart_farmbean_farmbean_jaggery_powder_900gms_nattu_sakkarai_gur_powder_gud_powder,Farmbean Jaggery Powder 900Gms | Nattu Sakkarai | Gur Powder | Gud Powder,Farmbean,essentials,salt-sugar,900.0,g,449.0,jiomart,,,64.2,0.8,1.6,0.4,0.3,,0.5,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards,jiomart_farmbean_farmbean_jaggery_powder_900gms_nattu_sakkarai_gur_powder_gud_powder
14,jiomart_lijjat_lijjat_pepper_udad_papad_1_kg,Lijjat Pepper Udad Papad 1 kg,Lijjat,ready_to_eat,ready-to-eat,1.0,kg,347.0,jiomart,180.0,24.5,2.3,4.1,9.8,6.7,0.5,150.0,2.0,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards,jiomart_lijjat_lijjat_pepper_udad_papad_1_kg
15,jiomart_vistevia_vistevia_sugar_free_pineapple_jam_diabetic_and_keto_friendly_sweetened_naturally_with_stevi,"Vistevia Sugar Free Pineapple Jam, Diabetic and Keto Friendly - Sweetened Naturally with Stevia, More Than 60% Pineapple Content - Tastes Delicious - Pack of 1 (220GM)",Vistevia,spread,sauce-ketchup-butter,220.0,g,285.0,jiomart,60.0,15.2,11.8,0.1,0.3,0.1,0.2,5.0,0.4,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards,jiomart_vistevia_vistevia_sugar_free_pineapple_jam_diabetic_and_keto_friendly_sweetened_naturally_with_stevi
16,jiomart_imported_imported_monster_energy_mango_loco_juiced_energy_drink_energy_drink_500_ml_mango_flavour_im,Imported - Monster Energy Mango Loco Juiced Energy Drink Energy Drink 500 ml (Mango Flavour) - Imported from USA,Imported,beverage,juice-drink,500.0,ml,340.0,jiomart,,34.2,33.8,0.0,1.3,0.9,,20.0,0.2,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards,jiomart_imported_imported_monster_energy_mango_loco_juiced_energy_drink_energy_drink_500_ml_mango_flavour_im
17,jiomart_green_piece_green_piece_black_olives_230gm_and_green_olives_230gm,Green Piece Black Olives (230gm) and Green Olives (230gm),Green Piece,ready_to_eat,ready-to-eat,230.0,g,359.0,jiomart,,4.8,1.2,3.5,20.7,10.6,0.8,270.0,2.3,"Black Olives, Green Olives, Mustard Oil",30g,7.0,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards,jiomart_green_piece_green_piece_black_olives_230gm_and_green_olives_230gm
18,jiomart_kotharis_royal_organic_foods_kotharis_royal_organic_palm_sugar_200gm,Kothari's Royal Organic Palm Sugar 200gm,Kothari’S Royal Organic Foods,essentials,salt-sugar,200.0,g,175.0,jiomart,,38.1,37.5,0.2,0.3,0.1,0.1,,0.01,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards,jiomart_kotharis_royal_organic_foods_kotharis_royal_organic_palm_sugar_200gm
19,jiomart_good_life_good_life_broken_cashews_100_g,Good Life Broken Cashews 100 g,Good Life,essentials,dry-fruits-nuts,100.0,g,115.0,jiomart,550.0,24.8,1.2,16.6,42.5,10.3,7.9,0.2,0.1,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards,jiomart_good_life_good_life_broken_cashews_100_g
20,jiomart_trinetra_trinetra_soya_chunks_250_g,Trinetra Soya Chunks 250 g,Trinetra,essentials,wheat-soya,250.0,g,145.0,jiomart,360.0,58.5,8.2,12.3,10.1,4.5,0.9,350.0,2.0,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards,jiomart_trinetra_trinetra_soya_chunks_250_g
21,jiomart_cook_garden_cookgarden_fusilli_and_penne_pasta_850_gm_pack_of_2,CookGarden Fusilli and Penne Pasta - 850 gm - Pack Of 2,Cook Garden,noodles_pasta,noodles-pasta,850.0,g,199.0,jiomart,370.0,73.2,1.8,10.5,12.3,4.2,0.9,350.0,1.8,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards,jiomart_cook_garden_cookgarden_fusilli_and_penne_pasta_850_gm_pack_of_2
22,jiomart_pahadi_harvest_pahadi_harvest_black_salt_powder_i_kala_namak_i_100_natural_kiln_fired_black_salt_1_k,"PAHADI HARVEST, Black Salt Powder I Kala Namak I 100% Natural Kiln Fired Black Salt 1 kg",Pahadi Harvest,essentials,salt-sugar,1.0,kg,265.0,jiomart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.5,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards,jiomart_pahadi_harvest_pahadi_harvest_black_salt_powder_i_kala_namak_i_100_natural_kiln_fired_black_salt_1_k
23,jiomart_anmol_anmol_kohenur_plus_26_kg_raw_lachkari_kolan_jsr_rice,ANMOL KOHENUR PLUS 26 Kg Raw Lachkari Kolan / JSR Rice,Anmol,essentials,rice,26.0,kg,2320.0,jiomart,,2.3,0.1,1.4,0.7,0.4,0.2,,0.3,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards,jiomart_anmol_anmol_kohenur_plus_26_kg_raw_lachkari_kolan_jsr_rice
24,jiomart_pristine_pristine_1st_bites_baby_cereal_300g_baby_food_624_months_stage1_100_organic_rice_infant_foo,"Pristine 1st BITES Baby Cereal 300g | Baby Food (6-24 Months) Stage-1, 100% Organic Rice | Infant Food",Pristine,baby,baby,1.0,,350.0,jiomart,,64.2,12.5,3.9,8.1,4.7,0.6,10.0,0.5,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards,jiomart_pristine_pristine_1st_bites_baby_cereal_300g_baby_food_624_months_stage1_100_organic_rice_infant_foo
25,jiomart_mother_dairy_mother_dairy_cheese_slices_200_g_pack,Mother Dairy Cheese Slices 200 g (Pack),Mother Dairy,dairy,cheese-paneer,200.0,g,113.0,jiomart,370.0,2.5,1.4,16.0,28.0,18.0,0.2,150.0,0.5,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards,jiomart_mother_dairy_mother_dairy_cheese_slices_200_g_pack
26,jiomart_postman_postman_premium_filtered_groundnut_oil_1l_refined_groundnut_oil_1l,Postman Premium Filtered Groundnut Oil 1L & Refined Groundnut Oil 1L,Postman,essentials,oil,1.0,L,540.0,jiomart,900.0,0.1,0.0,3.5,98.9,8.4,0.0,0.1,0.1,"Groundnut oil, Mustard Oil, Spices",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,jiomart_postman_postman_premium_filtered_groundnut_oil_1l_refined_groundnut_oil_1l
27,jiomart_topales_topales_premium_lakdi_ghana_cold_pressed_groundnut_oil_1000ml,Topale's Premium Lakdi Ghana Cold Pressed Groundnut Oil 1000ml,Topale'S,essentials,oil,1000.0,ml,366.0,jiomart,870.0,1.2,0.5,14.3,90.8,65.6,0.2,1.0,0.5,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards,jiomart_topales_topales_premium_lakdi_ghana_cold_pressed_groundnut_oil_1000ml
28,jiomart_choyo_choyo_chengu_veg_hakka_noodles_spice_in_every_strand_45,CHOYO Chengu Veg Hakka Noodles: Spice in Every Strand *45,Choyo,noodles_pasta,noodles-pasta,,,3000.0,jiomart,370.0,65.0,8.0,10.0,12.0,4.0,2.0,350.0,3.0,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards,jiomart_choyo_choyo_chengu_veg_hakka_noodles_spice_in_every_strand_45
29,jiomart_ashok_ashok_cooklite_pasta_400g_pack_of_2,Ashok Cooklite Pasta 400g Pack of 2,Ashok,noodles_pasta,noodles-pasta,400.0,g,210.0,jiomart,,65.0,6.5,7.0,1.5,0.8,2.0,350.0,3.5,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards,jiomart_ashok_ashok_cooklite_pasta_400g_pack_of_2
30,jiomart_farmley_farmley_premium_california_roasted_salted_pistachios_400g_pack_of_2_each_200g,"Farmley Premium California Roasted & Salted Pistachios 400g, Pack of 2 Each- 200g",Farmley,essentials,dry-fruits-nuts,400.0,g,482.0,jiomart,575.0,21.2,3.8,20.6,44.4,7.1,5.2,0.8,0.9,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards,jiomart_farmley_farmley_premium_california_roasted_salted_pistachios_400g_pack_of_2_each_200g
31,jiomart_nutro_cart_nutrocart_badam_giri_grade_medium_size_american_baadam_dry_fruits_100g_almonds_100_g,Nutrocart Badam Giri (Grade - Medium Size) ( American Baadam ) ( Dry Fruits) (100g) Almonds (100 g),Nutro Cart,essentials,dry-fruits-nuts,100.0,g,243.0,jiomart,575.0,12.3,2.5,21.8,57.1,10.4,6.9,0.5,0.2,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards,jiomart_nutro_cart_nutrocart_badam_giri_grade_medium_size_american_baadam_dry_fruits_100g_almonds_100_g
32,jiomart_nutribud_foods_nutribud_foods_sprouted_ragi_and_banana_porridge_mix_200_gm_pack_of_2,"Nutribud Foods Sprouted Ragi and Banana Porridge Mix, 200 Gm (Pack of 2)",Nutribud Foods,baby,baby,200.0,g,490.0,jiomart,370.0,73.2,21.1,3.8,10.4,1.6,2.5,20.0,0.8,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards,jiomart_nutribud_foods_nutribud_foods_sprouted_ragi_and_banana_porridge_mix_200_gm_pack_of_2
33,jiomart_britannia_britannia_nutrichoice_digestive_zero_biscuits_100_g,Britannia NutriChoice Digestive Zero Biscuits 100 g,Britannia,snacks,biscuit,100.0,g,25.0,jiomart,345.0,45.0,4.5,6.0,10.0,3.5,1.0,150.0,2.0,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards,jiomart_britannia_britannia_nutrichoice_digestive_zero_biscuits_100_g
34,jiomart_cookie_man_cookieman_cookies_gift_tin_tea_and_chai_time_snacks_eggless_cookies_mocha_cookies_small,"Cookieman Cookies - Gift Tin | Tea and Chai Time Snacks | Eggless Cookies (Mocha Cookies, Small)",Cookie Man,snacks,biscuit,,,343.0,jiomart,550.0,65.0,25.0,10.0,30.0,15.0,2.0,250.0,1.0,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards,jiomart_cookie_man_cookieman_cookies_gift_tin_tea_and_chai_time_snacks_eggless_cookies_mocha_cookies_small
35,jiomart_amizzo_amizzo_mineralrich_himalayan_pink_salt_premium_sendha_namak_for_healthy_cooking_balanced_diet,"Amizzo Mineral-Rich Himalayan Pink Salt, Premium Sendha Namak for Healthy Cooking & Balanced Diet | Low Sodium, Naturally Harvested, Unrefined Rock Salt for Wellness & Fasting | 1000g Pack",Amizzo,essentials,salt-sugar,1000.0,g,299.0,jiomart,,,,0.1,0.01,0.005,0.01,2.0,95.0,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards,jiomart_amizzo_amizzo_mineralrich_himalayan_pink_salt_premium_sendha_namak_for_healthy_cooking_balanced_diet
36,jiomart_zerog_zerog_buckwheat_flour_500g,Zero-G Buckwheat Flour 500g,Zero-G,essentials,flour,500.0,g,229.0,jiomart,369.0,70.8,2.4,12.6,5.1,0.9,3.8,2.0,0.4,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards,jiomart_zerog_zerog_buckwheat_flour_500g
37,jiomart_geki_nissin_geki_korean_kimchi_noodles_400_g,Nissin Geki Korean Kimchi Noodles 400 g,Geki,noodles_pasta,noodles-pasta,400.0,g,240.0,jiomart,370.0,65.0,2.0,10.0,12.0,3.0,1.0,350.0,2.0,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards,jiomart_geki_nissin_geki_korean_kimchi_noodles_400_g
38,jiomart_denali_foods_denali_foods_milk_choco_chips_150g_rainbow_sprinkles_200g_cakes_cookies_ice_cream_desse,"Denali Foods Milk Choco Chips 150g & Rainbow Sprinkles 200g | Cakes, Cookies, Ice Cream, Desserts topping|350g",Denali Foods,chocolate,chocolate,150.0,g,309.0,jiomart,,55.2,44.1,5.8,28.3,18.9,0.2,,,"Milk Chocolate (Sugar, Cocoa Butter, Skimmed Milk Powder, Sugar Syrup, Emulsifier (Soy Lecithin), Flavouring), Rainbow Sprinkles",30g,7.0,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards,jiomart_denali_foods_denali_foods_milk_choco_chips_150g_rainbow_sprinkles_200g_cakes_cookies_ice_cream_desse
39,jiomart_pintola_pintola_organic_wholegrain_brown_rice_cakes_all_natural_lightly_salted_130_g,Pintola Organic Wholegrain Brown Rice Cakes - All Natural (Lightly Salted) (130 g),Pintola,snacks,chips-namkeen,130.0,g,136.0,jiomart,369.0,74.8,1.2,4.3,5.6,0.9,2.8,230.0,1.4,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards,jiomart_pintola_pintola_organic_wholegrain_brown_rice_cakes_all_natural_lightly_salted_130_g
40,jiomart_millet_mania_millet_mania_four_millet_noodles_combo_a_nutritious_blend_of_kodo_multi_millet_red_rice,"Millet Mania Four Millet Noodles Combo - A Nutritious Blend of Kodo, Multi Millet, Red Rice and Finger Millet",Millet Mania,noodles_pasta,noodles-pasta,,,648.0,jiomart,,64.8,2.5,6.3,0.7,0.4,1.8,2.5,1.3,"Kodo millet, Multi millet, Red rice, Finger millet",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,jiomart_millet_mania_millet_mania_four_millet_noodles_combo_a_nutritious_blend_of_kodo_multi_millet_red_rice
41,jiomart_hepn_hepn_low_gi_white_rice,hepn low GI white rice,Hepn,essentials,rice,,,170.0,jiomart,109.0,24.7,0.2,1.9,0.6,0.3,0.5,0.2,0.1,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards,jiomart_hepn_hepn_low_gi_white_rice
42,jiomart_yogabar_yogabar_celebrating_you_gift_pack_190_g,Yogabar Celebrating You Gift Pack 190 g,Yogabar,snacks,breakfast,190.0,g,270.0,jiomart,550.0,63.0,12.0,4.0,24.0,10.0,2.0,250.0,3.0,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards,jiomart_yogabar_yogabar_celebrating_you_gift_pack_190_g
43,jiomart_groshaat_groshaat_maida_1kg_pack,Groshaat Maida 1Kg Pack,Groshaat,essentials,flour,1.0,kg,230.0,jiomart,,65.9,1.5,10.2,0.6,0.3,1.8,,0.5,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards,jiomart_groshaat_groshaat_maida_1kg_pack
44,jiomart_unifit_unifit_oats_500g_pack_of_2,Unifit Oats 500g (Pack of 2),Unifit,snacks,breakfast,500.0,g,165.0,jiomart,369.0,64.0,10.0,8.0,12.0,3.5,4.0,150.0,0.2,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards,jiomart_unifit_unifit_oats_500g_pack_of_2
45,jiomart_ahaar_ahaar_healthy_chana_flour_500g_with_dietary_fibre_gram_flour,Ahaar Healthy Chana Flour 500g with Dietary Fibre | Gram Flour,Ahaar,essentials,flour,500.0,g,192.0,jiomart,,64.0,2.5,15.1,2.3,0.8,10.4,,0.5,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards,jiomart_ahaar_ahaar_healthy_chana_flour_500g_with_dietary_fibre_gram_flour
46,jiomart_bru_bru_tripti_blend_special_catering_strong_instant_coffee_powder_pack_of_3_x_200_grams_each,Bru Tripti Blend special catering Strong Instant Coffee powder pack of 3 x 200 grams each,Bru,beverage,tea-cofee,,g,1249.0,jiomart,,24.5,6.8,10.2,1.9,1.3,,0.5,0.4,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards,jiomart_bru_bru_tripti_blend_special_catering_strong_instant_coffee_powder_pack_of_3_x_200_grams_each
47,jiomart_nutty_harvest_nutty_harvest_choco_nut_spread_500gm_regular_smooth_classic_creamy_nut_chocolate_sprea,NUTTY HARVEST Choco & Nut Spread 500GM - Regular Smooth | Classic Creamy Nut Chocolate Spread | Perfect for Everyday Use,Nutty Harvest,spread,sauce-ketchup-butter,500.0,g,229.0,jiomart,,24.0,12.5,2.1,14.3,8.4,0.9,350.0,0.5,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards,jiomart_nutty_harvest_nutty_harvest_choco_nut_spread_500gm_regular_smooth_classic_creamy_nut_chocolate_sprea
48,starquik_epigamia_epigamia_strawberry_85_gm,Epigamia Strawberry 85 Gm,Epigamia,dairy,general,85.0,g,60.0,starquik,64.0,4.5,3.8,2.7,3.9,1.9,0.5,50.0,0.2,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards,starquik_epigamia_epigamia_strawberry_85_gm
49,jiomart_sundrop_sundrop_superlite_advanced_refined_sunflower_oil_3_l,Sundrop SuperLite Advanced Refined Sunflower Oil 3 L,Sundrop,essentials,oil,3.0,L,599.0,jiomart,,0.0,0.0,0.0,14.1,8.5,0.9,,0.0,"Sunflower Oil, Mustard Oil, Jaggery Syrup",10ml,30.0,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards,jiomart_sundrop_sundrop_superlite_advanced_refined_sunflower_oil_3_l
50,jiomart_goshudhfreedom_from_adulteration_goshudh_suji_rawa_1_kg_500g_x_2_pack,Goshudh Suji / Rawa 1 kg (500g X 2 Pack),Goshudh-Freedom From Adulteration,essentials,flour,1.0,kg,250.0,jiomart,349.0,67.5,2.3,12.7,1.9,0.8,0.5,10.0,0.4,,,,0.75,Local Llama 3.2 - Indian nutrition standards,Enhanced with local LLM using Indian food standards,jiomart_goshudhfreedom_from_adulteration_goshudh_suji_rawa_1_kg_500g_x_2_pack
